index,name,code,setName
36459,Dawning Purist,ONS,Onslaught
36460,Defensive Maneuvers,ONS,Onslaught
36462,Disciple of Grace,ONS,Onslaught
36463,Dive Bomber,ONS,Onslaught
36464,Doubtless One,ONS,Onslaught
36466,Foothill Guide,ONS,Onslaught
36467,Glarecaster,ONS,Onslaught
36469,Grassland Crusader,ONS,Onslaught
36470,Gravel Slinger,ONS,Onslaught
36472,Gustcloak Runner,ONS,Onslaught
36476,Harsh Mercy,ONS,Onslaught
36477,Improvised Armor,ONS,Onslaught
36479,Ironfist Crusher,ONS,Onslaught
36482,Nova Cleric,ONS,Onslaught
36485,Pearlspear Courier,ONS,Onslaught
36486,Piety Charm,ONS,Onslaught
36489,Sandskin,ONS,Onslaught
36490,Shared Triumph,ONS,Onslaught
36491,Shieldmage Elder,ONS,Onslaught
36492,Sigil of the New Dawn,ONS,Onslaught
36493,Sunfire Balm,ONS,Onslaught
36495,Unified Strike,ONS,Onslaught
36498,Words of Worship,ONS,Onslaught
36499,Airborne Aid,ONS,Onslaught
36501,Aphetto Alchemist,ONS,Onslaught
36502,Aphetto Grifter,ONS,Onslaught
36504,Artificial Evolution,ONS,Onslaught
36505,Ascending Aven,ONS,Onslaught
36506,Aven Fateshaper,ONS,Onslaught
36507,Backslide,ONS,Onslaught
36509,Callous Oppressor,ONS,Onslaught
36513,Complicate,ONS,Onslaught
36515,Crown of Ascension,ONS,Onslaught
36517,Dispersing Orb,ONS,Onslaught
36518,Disruptive Pitmage,ONS,Onslaught
36519,Essence Fracture,ONS,Onslaught
36520,Fleeting Aven,ONS,Onslaught
36522,Ghosthelm Courier,ONS,Onslaught
36523,Graxiplon,ONS,Onslaught
36524,Imagecrafter,ONS,Onslaught
36525,Information Dealer,ONS,Onslaught
36526,"Ixidor, Reality Sculptor",ONS,Onslaught
36527,Ixidor's Will,ONS,Onslaught
36528,Mage's Guile,ONS,Onslaught
36530,Mistform Dreamer,ONS,Onslaught
36531,Mistform Mask,ONS,Onslaught
36532,Mistform Mutant,ONS,Onslaught
36534,Mistform Skyreaver,ONS,Onslaught
36535,Mistform Stalker,ONS,Onslaught
36536,Mistform Wall,ONS,Onslaught
36537,Nameless One,ONS,Onslaught
36538,Peer Pressure,ONS,Onslaught
36539,Psychic Trance,ONS,Onslaught
36543,Riptide Biologist,ONS,Onslaught
36544,Riptide Chronologist,ONS,Onslaught
36545,Riptide Entrancer,ONS,Onslaught
36546,Riptide Shapeshifter,ONS,Onslaught
36547,Rummaging Wizard,ONS,Onslaught
36552,Spy Network,ONS,Onslaught
36553,Standardize,ONS,Onslaught
36554,Supreme Inquisitor,ONS,Onslaught
36556,Trickery Charm,ONS,Onslaught
36557,Voidmage Prodigy,ONS,Onslaught
36558,Wheel and Deal,ONS,Onslaught
36559,Words of Wind,ONS,Onslaught
36560,Accursed Centaur,ONS,Onslaught
36561,Anurid Murkdiver,ONS,Onslaught
36563,Aphetto Vulture,ONS,Onslaught
36565,Boneknitter,ONS,Onslaught
36566,Cabal Archon,ONS,Onslaught
36567,Cabal Executioner,ONS,Onslaught
36568,Cabal Slaver,ONS,Onslaught
36569,Chain of Smog,ONS,Onslaught
36570,Cover of Darkness,ONS,Onslaught
36571,Crown of Suspicion,ONS,Onslaught
36573,Death Match,ONS,Onslaught
36574,Death Pulse,ONS,Onslaught
36576,Disciple of Malice,ONS,Onslaught
36578,Ebonblade Reaper,ONS,Onslaught
36579,Endemic Plague,ONS,Onslaught
36580,Entrails Feaster,ONS,Onslaught
36581,Fade from Memory,ONS,Onslaught
36582,Fallen Cleric,ONS,Onslaught
36583,False Cure,ONS,Onslaught
36584,Feeding Frenzy,ONS,Onslaught
36586,Frightshroud Courier,ONS,Onslaught
36587,Gangrenous Goliath,ONS,Onslaught
36589,Gravespawn Sovereign,ONS,Onslaught
36590,Grinning Demon,ONS,Onslaught
36591,Haunted Cadaver,ONS,Onslaught
36593,Headhunter,ONS,Onslaught
36595,Misery Charm,ONS,Onslaught
36597,Oversold Cemetery,ONS,Onslaught
36598,Patriarch's Bidding,ONS,Onslaught
36599,Profane Prayers,ONS,Onslaught
36601,Rotlung Reanimator,ONS,Onslaught
36604,Shade's Breath,ONS,Onslaught
36606,Silent Specter,ONS,Onslaught
36609,Spined Basher,ONS,Onslaught
36610,Strongarm Tactics,ONS,Onslaught
36611,Swat,ONS,Onslaught
36614,Thrashing Mudspawn,ONS,Onslaught
36617,Walking Desecration,ONS,Onslaught
36618,Withering Hex,ONS,Onslaught
36619,Words of Waste,ONS,Onslaught
36620,Wretched Anurid,ONS,Onslaught
36621,Aether Charge,ONS,Onslaught
36623,Airdrop Condor,ONS,Onslaught
36626,Blistering Firecat,ONS,Onslaught
36627,Break Open,ONS,Onslaught
36628,Brightstone Ritual,ONS,Onslaught
36629,Butcher Orgg,ONS,Onslaught
36630,Chain of Plasma,ONS,Onslaught
36631,Charging Slateback,ONS,Onslaught
36632,Commando Raid,ONS,Onslaught
36633,Crown of Fury,ONS,Onslaught
36634,Custody Battle,ONS,Onslaught
36636,Dwarven Blastminer,ONS,Onslaught
36637,Embermage Goblin,ONS,Onslaught
36639,Fever Charm,ONS,Onslaught
36640,Flamestick Courier,ONS,Onslaught
36641,Goblin Machinist,ONS,Onslaught
36643,Goblin Pyromancer,ONS,Onslaught
36647,Goblin Taskmaster,ONS,Onslaught
36648,Grand Melee,ONS,Onslaught
36651,Kaboom!,ONS,Onslaught
36652,Lavamancer's Skill,ONS,Onslaught
36653,Lay Waste,ONS,Onslaught
36657,Nosy Goblin,ONS,Onslaught
36658,Pinpoint Avalanche,ONS,Onslaught
36660,Risky Move,ONS,Onslaught
36662,Searing Flesh,ONS,Onslaught
36663,Shaleskin Bruiser,ONS,Onslaught
36668,Skittish Valesk,ONS,Onslaught
36670,Snapping Thragg,ONS,Onslaught
36671,Solar Blast,ONS,Onslaught
36673,Spitfire Handler,ONS,Onslaught
36674,Spurred Wolverine,ONS,Onslaught
36676,Tephraderm,ONS,Onslaught
36677,Thoughtbound Primoc,ONS,Onslaught
36679,Thunder of Hooves,ONS,Onslaught
36680,Wave of Indifference,ONS,Onslaught
36681,Words of War,ONS,Onslaught
36682,Animal Magnetism,ONS,Onslaught
36683,Barkhide Mauler,ONS,Onslaught
36685,Birchlore Rangers,ONS,Onslaught
36686,Bloodline Shaman,ONS,Onslaught
36689,Chain of Acid,ONS,Onslaught
36690,Crown of Vigor,ONS,Onslaught
36692,Elvish Guidance,ONS,Onslaught
36693,Elvish Pathcutter,ONS,Onslaught
36699,Everglove Courier,ONS,Onslaught
36701,Gigapede,ONS,Onslaught
36703,Hystrodon,ONS,Onslaught
36704,Invigorating Boon,ONS,Onslaught
36706,Kamahl's Summons,ONS,Onslaught
36708,Krosan Groundshaker,ONS,Onslaught
36710,Leery Fogbeast,ONS,Onslaught
36711,Mythic Proportions,ONS,Onslaught
36713,Overwhelming Instinct,ONS,Onslaught
36714,Primal Boost,ONS,Onslaught
36716,Run Wild,ONS,Onslaught
36717,Serpentine Basilisk,ONS,Onslaught
36720,Snarling Undorak,ONS,Onslaught
36721,Spitting Gourna,ONS,Onslaught
36722,Stag Beetle,ONS,Onslaught
36723,Steely Resolve,ONS,Onslaught
36724,Symbiotic Beast,ONS,Onslaught
36725,Symbiotic Elf,ONS,Onslaught
36727,Taunting Elf,ONS,Onslaught
36728,Tempting Wurm,ONS,Onslaught
36729,Towering Baloth,ONS,Onslaught
36730,Treespring Lorian,ONS,Onslaught
36732,Venomspout Brackus,ONS,Onslaught
36733,Vitality Charm,ONS,Onslaught
36738,Wirewood Elf,ONS,Onslaught
36740,Wirewood Pride,ONS,Onslaught
36742,Words of Wilding,ONS,Onslaught
36743,Cryptic Gateway,ONS,Onslaught
36744,Doom Cannon,ONS,Onslaught
36745,Dream Chisel,ONS,Onslaught
36746,Riptide Replicator,ONS,Onslaught
36748,Tribal Golem,ONS,Onslaught
36760,Seaside Haven,ONS,Onslaught
36762,Starlit Sanctum,ONS,Onslaught
36764,Unholy Grotto,ONS,Onslaught
36788,Chaotic Aether,OPC2,Planechase 2012 Planes
36789,Interplanar Tunnel,OPC2,Planechase 2012 Planes
36790,Morphic Tide,OPC2,Planechase 2012 Planes
36791,Mutual Epiphany,OPC2,Planechase 2012 Planes
36792,Planewide Disaster,OPC2,Planechase 2012 Planes
36793,Reality Shaping,OPC2,Planechase 2012 Planes
36794,Spatial Merging,OPC2,Planechase 2012 Planes
36795,Time Distortion,OPC2,Planechase 2012 Planes
36796,Akoum,OPC2,Planechase 2012 Planes
36797,Aretopolis,OPC2,Planechase 2012 Planes
36798,Astral Arena,OPC2,Planechase 2012 Planes
36799,Bloodhill Bastion,OPC2,Planechase 2012 Planes
36800,Edge of Malacol,OPC2,Planechase 2012 Planes
36801,Furnace Layer,OPC2,Planechase 2012 Planes
36802,Gavony,OPC2,Planechase 2012 Planes
36803,Glen Elendra,OPC2,Planechase 2012 Planes
36804,Grand Ossuary,OPC2,Planechase 2012 Planes
36805,Grove of the Dreampods,OPC2,Planechase 2012 Planes
36806,Hedron Fields of Agadeem,OPC2,Planechase 2012 Planes
36807,Jund,OPC2,Planechase 2012 Planes
36808,Kessig,OPC2,Planechase 2012 Planes
36809,Kharasha Foothills,OPC2,Planechase 2012 Planes
36810,Kilnspire District,OPC2,Planechase 2012 Planes
36811,Lair of the Ashen Idol,OPC2,Planechase 2012 Planes
36812,Mount Keralia,OPC2,Planechase 2012 Planes
36813,Nephalia,OPC2,Planechase 2012 Planes
36814,Norn's Dominion,OPC2,Planechase 2012 Planes
36815,Onakke Catacomb,OPC2,Planechase 2012 Planes
36816,Orochi Colony,OPC2,Planechase 2012 Planes
36817,Orzhova,OPC2,Planechase 2012 Planes
36818,Prahv,OPC2,Planechase 2012 Planes
36819,Quicksilver Sea,OPC2,Planechase 2012 Planes
36820,Selesnya Loft Gardens,OPC2,Planechase 2012 Planes
36821,Stensia,OPC2,Planechase 2012 Planes
36822,Takenuma,OPC2,Planechase 2012 Planes
36823,Talon Gates,OPC2,Planechase 2012 Planes
36824,Trail of the Mage-Rings,OPC2,Planechase 2012 Planes
36825,Truga Jungle,OPC2,Planechase 2012 Planes
36826,Windriddle Palaces,OPC2,Planechase 2012 Planes
36827,The Zephyr Maze,OPC2,Planechase 2012 Planes
36844,Celestine Reef,OPCA,Planechase Anthology Planes
36864,Horizon Boughs,OPCA,Planechase Anthology Planes
36878,Mirrored Depths,OPCA,Planechase Anthology Planes
36900,Stairs to Infinity,OPCA,Planechase Anthology Planes
36905,Tazeem,OPCA,Planechase Anthology Planes
36906,Tember City,OPCA,Planechase Anthology Planes
36914,Akroan Jailer,ORI,Magic Origins
36915,Ampryn Tactician,ORI,Magic Origins
36917,Archangel of Tithes,ORI,Magic Origins
36923,Cleric of the Forward Order,ORI,Magic Origins
36926,Enshrouding Mist,ORI,Magic Origins
36927,Gideon's Phalanx,ORI,Magic Origins
36929,Hallowed Moonlight,ORI,Magic Origins
36932,"Hixus, Prison Warden",ORI,Magic Origins
36933,Knight of the Pilgrim's Road,ORI,Magic Origins
36936,"Kytheon, Hero of Akros // Gideon, Battle-Forged",ORI,Magic Origins
36939,Kytheon's Tactics,ORI,Magic Origins
36944,Sentinel of the Eternal Watch,ORI,Magic Origins
36947,Starfield of Nyx,ORI,Magic Origins
36949,Swift Reckoning,ORI,Magic Origins
36951,Totem-Guide Hartebeest,ORI,Magic Origins
36952,Tragic Arrogance,ORI,Magic Origins
36955,War Oracle,ORI,Magic Origins
36957,"Alhammarret, High Arbiter",ORI,Magic Origins
36958,Anchor to the Aether,ORI,Magic Origins
36960,Aspiring Aeronaut,ORI,Magic Origins
36965,Day's Undoing,ORI,Magic Origins
36966,Deep-Sea Terror,ORI,Magic Origins
36967,Disciple of the Ring,ORI,Magic Origins
36969,Displacement Wave,ORI,Magic Origins
36974,"Jace, Vryn's Prodigy // Jace, Telepath Unbound",ORI,Magic Origins
36979,Mizzium Meddler,ORI,Magic Origins
36981,Nivix Barrier,ORI,Magic Origins
36982,Psychic Rebuttal,ORI,Magic Origins
36987,Separatist Voidmage,ORI,Magic Origins
36993,Talent of the Telepath,ORI,Magic Origins
36999,Willbreaker,ORI,Magic Origins
37002,Consecrated by Blood,ORI,Magic Origins
37005,Dark Petition,ORI,Magic Origins
37009,Erebos's Titan,ORI,Magic Origins
37015,Gnarlroot Trapper,ORI,Magic Origins
37016,Graveblade Marauder,ORI,Magic Origins
37018,Infinite Obliteration,ORI,Magic Origins
37019,"Kothophed, Soul Hoarder",ORI,Magic Origins
37021,"Liliana, Heretical Healer // Liliana, Defiant Necromancer",ORI,Magic Origins
37026,Necromantic Summons,ORI,Magic Origins
37027,Nightsnare,ORI,Magic Origins
37036,Tainted Remedy,ORI,Magic Origins
37041,Unholy Hunger,ORI,Magic Origins
37043,Abbot of Keral Keep,ORI,Magic Origins
37044,Acolyte of the Inferno,ORI,Magic Origins
37047,Avaricious Dragon,ORI,Magic Origins
37050,Call of the Full Moon,ORI,Magic Origins
37051,"Chandra, Fire of Kaladesh // Chandra, Roaring Flame",ORI,Magic Origins
37054,Chandra's Ignition,ORI,Magic Origins
37058,Embermaw Hellion,ORI,Magic Origins
37060,Exquisite Firecraft,ORI,Magic Origins
37061,Fiery Conclusion,ORI,Magic Origins
37062,Fiery Impulse,ORI,Magic Origins
37063,Firefiend Elemental,ORI,Magic Origins
37064,Flameshadow Conjuring,ORI,Magic Origins
37065,Ghirapur Aether Grid,ORI,Magic Origins
37069,Infectious Bloodlust,ORI,Magic Origins
37071,Mage-Ring Bully,ORI,Magic Origins
37072,Magmatic Insight,ORI,Magic Origins
37073,Molten Vortex,ORI,Magic Origins
37076,Ravaging Blaze,ORI,Magic Origins
37077,Scab-Clan Berserker,ORI,Magic Origins
37081,Subterranean Scout,ORI,Magic Origins
37083,Titan's Strength,ORI,Magic Origins
37084,Volcanic Rambler,ORI,Magic Origins
37085,Aerial Volley,ORI,Magic Origins
37093,Evolutionary Leap,ORI,Magic Origins
37095,Gather the Pack,ORI,Magic Origins
37096,The Great Aurora,ORI,Magic Origins
37100,Joraga Invocation,ORI,Magic Origins
37106,"Nissa, Vastwood Seer // Nissa, Sage Animist",ORI,Magic Origins
37111,Outland Colossus,ORI,Magic Origins
37112,Pharika's Disciple,ORI,Magic Origins
37115,Skysnare Spider,ORI,Magic Origins
37116,Somberwald Alpha,ORI,Magic Origins
37121,Valeron Wardens,ORI,Magic Origins
37123,Vine Snare,ORI,Magic Origins
37124,Wild Instincts,ORI,Magic Origins
37125,Woodland Bellower,ORI,Magic Origins
37128,Blazing Hellhound,ORI,Magic Origins
37129,Blood-Cursed Knight,ORI,Magic Origins
37133,Possessed Skaab,ORI,Magic Origins
37141,Bonded Construct,ORI,Magic Origins
37145,Guardian Automaton,ORI,Magic Origins
37148,Helm of the Gods,ORI,Magic Origins
37150,Mage-Ring Responder,ORI,Magic Origins
37152,Orbs of Warding,ORI,Magic Origins
37153,Prism Ring,ORI,Magic Origins
37154,Pyromancer's Goggles,ORI,Magic Origins
37155,Ramroller,ORI,Magic Origins
37159,Throwing Knife,ORI,Magic Origins
37160,Veteran's Sidearm,ORI,Magic Origins
37161,War Horn,ORI,Magic Origins
37167,Mage-Ring Network,ORI,Magic Origins
37231,Alaborn Grenadier,P02,Portal Second Age
37234,Alaborn Veteran,P02,Portal Second Age
37235,Alaborn Zealot,P02,Portal Second Age
37243,Bargain,P02,Portal Second Age
37245,Festival of Trokin,P02,Portal Second Age
37248,Rally the Troops,P02,Portal Second Age
37253,Temple Elder,P02,Portal Second Age
37254,Town Sentry,P02,Portal Second Age
37255,Trokin High Guard,P02,Portal Second Age
37257,Volunteer Militia,P02,Portal Second Age
37258,Warrior's Stand,P02,Portal Second Age
37261,Apprentice Sorcerer,P02,Portal Second Age
37262,Armored Galleon,P02,Portal Second Age
37263,Coastal Wizard,P02,Portal Second Age
37265,Déjà Vu,P02,Portal Second Age
37267,Extinguish,P02,Portal Second Age
37268,Eye Spy,P02,Portal Second Age
37270,Mystic Denial,P02,Portal Second Age
37271,Piracy,P02,Portal Second Age
37272,Remove,P02,Portal Second Age
37276,Steam Frigate,P02,Portal Second Age
37277,Talas Air Ship,P02,Portal Second Age
37278,Talas Explorer,P02,Portal Second Age
37279,Talas Merchant,P02,Portal Second Age
37281,Talas Scout,P02,Portal Second Age
37282,Talas Warrior,P02,Portal Second Age
37287,Touch of Brilliance,P02,Portal Second Age
37288,Undo,P02,Portal Second Age
37289,Wind Sail,P02,Portal Second Age
37290,Abyssal Nightstalker,P02,Portal Second Age
37292,Bloodcurdling Scream,P02,Portal Second Age
37293,Brutal Nightstalker,P02,Portal Second Age
37294,Chorus of Woe,P02,Portal Second Age
37297,Dakmor Bat,P02,Portal Second Age
37299,Dakmor Scorpion,P02,Portal Second Age
37300,Dakmor Sorceress,P02,Portal Second Age
37301,Dark Offering,P02,Portal Second Age
37303,Hand of Death,P02,Portal Second Age
37305,Kiss of Death,P02,Portal Second Age
37306,Lurking Nightstalker,P02,Portal Second Age
37308,Moaning Spirit,P02,Portal Second Age
37309,Muck Rats,P02,Portal Second Age
37310,Nightstalker Engine,P02,Portal Second Age
37311,Predatory Nightstalker,P02,Portal Second Age
37313,Raiding Nightstalker,P02,Portal Second Age
37317,Return of the Nightstalkers,P02,Portal Second Age
37322,Cunning Giant,P02,Portal Second Age
37333,Goblin War Cry,P02,Portal Second Age
37334,Goblin War Strike,P02,Portal Second Age
37335,Jagged Lightning,P02,Portal Second Age
37338,Obsidian Giant,P02,Portal Second Age
37339,Ogre Arsonist,P02,Portal Second Age
37340,Ogre Berserker,P02,Portal Second Age
37342,Ogre Warrior,P02,Portal Second Age
37351,Barbtooth Wurm,P02,Portal Second Age
37355,Deep Wood,P02,Portal Second Age
37356,Golden Bear,P02,Portal Second Age
37357,Harmony of Nature,P02,Portal Second Age
37361,Lynx,P02,Portal Second Age
37365,Norwood Archers,P02,Portal Second Age
37366,Norwood Priestess,P02,Portal Second Age
37368,Norwood Riders,P02,Portal Second Age
37369,Norwood Warrior,P02,Portal Second Age
37370,Plated Wurm,P02,Portal Second Age
37371,Razorclaw Bear,P02,Portal Second Age
37372,Renewing Touch,P02,Portal Second Age
37374,Salvage,P02,Portal Second Age
37376,Sylvan Yeti,P02,Portal Second Age
37396,Powder Keg,P04,Magic Player Rewards 2004
37633,Dauthi Slayer,PAL02,Arena League 2002
37651,Circle of Protection: Art,PAL04,Arena League 2004
37652,Mise,PAL04,Arena League 2004
37653,Booster Tutor,PAL04,Arena League 2004
37654,Goblin Mime,PAL04,Arena League 2004
37655,Granny's Payback,PAL04,Arena League 2004
37656,Ashnod's Coupon,PAL04,Arena League 2004
37663,Okina Nightwatch,PAL05,Arena League 2005
37675,Pouncing Jaguar,PAL99,Arena League 1999
37760,Plots That Span Centuries,PARC,Promotional Schemes
37761,Perhaps You've Met My Cohort,PARC,Promotional Schemes
37762,Your Inescapable Doom,PARC,Promotional Schemes
37763,Drench the Soil in Their Blood,PARC,Promotional Schemes
37764,Imprison This Insolent Wretch,PARC,Promotional Schemes
37772,Aswan Jaguar,PAST,Astral Cards
37773,Call from the Grave,PAST,Astral Cards
37774,Faerie Dragon,PAST,Astral Cards
37775,Goblin Polka Band,PAST,Astral Cards
37776,Necropolis of Azar,PAST,Astral Cards
37777,Orcish Catapult,PAST,Astral Cards
37778,Power Struggle,PAST,Astral Cards
37779,Prismatic Dragon,PAST,Astral Cards
37780,Rainbow Knights,PAST,Astral Cards
37781,Whimsy,PAST,Astral Cards
37782,Pandora's Box,PAST,Astral Cards
37783,Gem Bazaar,PAST,Astral Cards
37913,Auratouched Mage,PC2,Planechase 2012
37920,Mammoth Umbra,PC2,Planechase 2012
37923,Three Dreams,PC2,Planechase 2012
37934,Sakashima's Student,PC2,Planechase 2012
37935,See Beyond,PC2,Planechase 2012
37968,Boar Umbra,PC2,Planechase 2012
37969,Bramble Elemental,PC2,Planechase 2012
37973,Dowsing Shaman,PC2,Planechase 2012
37974,Dreampod Druid,PC2,Planechase 2012
37984,Predatory Urge,PC2,Planechase 2012
37996,Dimir Infiltrator,PC2,Planechase 2012
38004,Glen Elendra Liege,PC2,Planechase 2012
38006,Indrik Umbra,PC2,Planechase 2012
38007,Inkfathom Witch,PC2,Planechase 2012
38009,Krond the Dawn-Clad,PC2,Planechase 2012
38016,Thromok the Insatiable,PC2,Planechase 2012
38021,Fractured Powerstone,PC2,Planechase 2012
38038,Tainted Isle,PC2,Planechase 2012
38223,1996 World Champion,PCEL,Celebration Cards
38224,Shichifukujin Dragon,PCEL,Celebration Cards
38225,Proposal,PCEL,Celebration Cards
38226,Splendid Genesis,PCEL,Celebration Cards
38227,Fraternal Exaltation,PCEL,Celebration Cards
38228,Robot Chicken,PCEL,Celebration Cards
38229,Phoenix Heart,PCEL,Celebration Cards
38242,Blood Knight,PCMP,Champs and States
38243,Groundbreaker,PCMP,Champs and States
38253,Aura Fracture,PCY,Prophecy
38255,Blessed Wind,PCY,Prophecy
38256,Celestial Convergence,PCY,Prophecy
38258,Excise,PCY,Prophecy
38259,Flowering Field,PCY,Prophecy
38260,Glittering Lion,PCY,Prophecy
38261,Glittering Lynx,PCY,Prophecy
38262,Jeweled Spirit,PCY,Prophecy
38263,Mageta the Lion,PCY,Prophecy
38264,Mageta's Boon,PCY,Prophecy
38265,Mercenary Informer,PCY,Prophecy
38266,Mine Bearer,PCY,Prophecy
38267,Mirror Strike,PCY,Prophecy
38268,Reveille Squad,PCY,Prophecy
38269,Rhystic Circle,PCY,Prophecy
38270,Rhystic Shield,PCY,Prophecy
38271,Samite Sanctuary,PCY,Prophecy
38272,Sheltering Prayers,PCY,Prophecy
38273,Shield Dancer,PCY,Prophecy
38274,Soul Charmer,PCY,Prophecy
38276,Trenching Steed,PCY,Prophecy
38277,Troubled Healer,PCY,Prophecy
38278,"Alexi, Zephyr Mage",PCY,Prophecy
38279,Alexi's Cloak,PCY,Prophecy
38280,Avatar of Will,PCY,Prophecy
38282,Denying Wind,PCY,Prophecy
38283,Excavation,PCY,Prophecy
38285,Gulf Squid,PCY,Prophecy
38286,Hazy Homunculus,PCY,Prophecy
38287,Heightened Awareness,PCY,Prophecy
38288,Mana Vapors,PCY,Prophecy
38289,Overburden,PCY,Prophecy
38290,Psychic Theft,PCY,Prophecy
38291,Quicksilver Wall,PCY,Prophecy
38292,Rethink,PCY,Prophecy
38293,Rhystic Deluge,PCY,Prophecy
38294,Rhystic Scrying,PCY,Prophecy
38296,Ribbon Snake,PCY,Prophecy
38297,Shrouded Serpent,PCY,Prophecy
38298,Spiketail Drake,PCY,Prophecy
38300,Stormwatch Eagle,PCY,Prophecy
38301,Sunken Field,PCY,Prophecy
38302,Troublesome Spirit,PCY,Prophecy
38303,Windscouter,PCY,Prophecy
38304,Withdraw,PCY,Prophecy
38305,Agent of Shauku,PCY,Prophecy
38307,Bog Elemental,PCY,Prophecy
38308,Bog Glider,PCY,Prophecy
38309,Chilling Apparition,PCY,Prophecy
38310,Coffin Puppets,PCY,Prophecy
38312,Entangler,PCY,Prophecy
38313,Death Charmer,PCY,Prophecy
38314,Despoil,PCY,Prophecy
38315,Endbringer's Revel,PCY,Prophecy
38316,Fen Stalker,PCY,Prophecy
38317,Flay,PCY,Prophecy
38318,"Greel, Mind Raker",PCY,Prophecy
38319,Greel's Caress,PCY,Prophecy
38320,Infernal Genesis,PCY,Prophecy
38321,Nakaya Shade,PCY,Prophecy
38322,Noxious Field,PCY,Prophecy
38323,Outbreak,PCY,Prophecy
38324,Pit Raptor,PCY,Prophecy
38325,Plague Fiend,PCY,Prophecy
38327,Rebel Informer,PCY,Prophecy
38328,Rhystic Syphon,PCY,Prophecy
38329,Rhystic Tutor,PCY,Prophecy
38330,Soul Strings,PCY,Prophecy
38331,Steal Strength,PCY,Prophecy
38332,Wall of Vipers,PCY,Prophecy
38333,Whipstitched Zombie,PCY,Prophecy
38335,Barbed Field,PCY,Prophecy
38336,Branded Brawlers,PCY,Prophecy
38337,Brutal Suppression,PCY,Prophecy
38338,Citadel of Pain,PCY,Prophecy
38339,Devastate,PCY,Prophecy
38340,Fault Riders,PCY,Prophecy
38341,Fickle Efreet,PCY,Prophecy
38344,Keldon Arsonist,PCY,Prophecy
38345,Keldon Berserker,PCY,Prophecy
38346,Keldon Firebombers,PCY,Prophecy
38347,"Latulla, Keldon Overseer",PCY,Prophecy
38348,Latulla's Orders,PCY,Prophecy
38351,Rhystic Lightning,PCY,Prophecy
38353,Scoria Cat,PCY,Prophecy
38354,Search for Survivors,PCY,Prophecy
38356,Spur Grappler,PCY,Prophecy
38357,Task Mage Assembly,PCY,Prophecy
38358,Veteran Brawlers,PCY,Prophecy
38360,Zerapa Minotaur,PCY,Prophecy
38362,Calming Verse,PCY,Prophecy
38363,Darba,PCY,Prophecy
38364,Dual Nature,PCY,Prophecy
38365,Elephant Resurgence,PCY,Prophecy
38366,Forgotten Harvest,PCY,Prophecy
38367,"Jolrael, Empress of Beasts",PCY,Prophecy
38368,Jolrael's Favor,PCY,Prophecy
38370,Marsh Boa,PCY,Prophecy
38371,Mungha Wurm,PCY,Prophecy
38372,Pygmy Razorback,PCY,Prophecy
38373,Rib Cage Spider,PCY,Prophecy
38374,Root Cage,PCY,Prophecy
38375,Silt Crawler,PCY,Prophecy
38376,Snag,PCY,Prophecy
38380,Thresher Beast,PCY,Prophecy
38382,Verdant Field,PCY,Prophecy
38383,Vintara Elephant,PCY,Prophecy
38384,Vintara Snapper,PCY,Prophecy
38385,Vitalizing Wind,PCY,Prophecy
38386,Wild Might,PCY,Prophecy
38387,Wing Storm,PCY,Prophecy
38388,Chimeric Idol,PCY,Prophecy
38389,Copper-Leaf Angel,PCY,Prophecy
38390,Hollow Warrior,PCY,Prophecy
38391,Keldon Battlewagon,PCY,Prophecy
38392,Well of Discovery,PCY,Prophecy
38393,Well of Life,PCY,Prophecy
38394,Rhystic Cave,PCY,Prophecy
38395,Wintermoon Mesa,PCY,Prophecy
38405,"Jaya Ballard, Task Mage",PD2,Premium Deck Series: Fire and Lightning
38408,Boggart Ram-Gang,PD2,Premium Deck Series: Fire and Lightning
38430,Putrid Imp,PD3,Premium Deck Series: Graveborn
38432,Faceless Butcher,PD3,Premium Deck Series: Graveborn
38447,Sickening Dreams,PD3,Premium Deck Series: Graveborn
38595,Nissa Revane,PDP10,Duels of the Planeswalkers 2010 Promos
38607,Nalathni Dragon,PDRC,Dragon Con
39190,Arena,PHPR,HarperPrism Book Promos
39191,Sewers of Estark,PHPR,HarperPrism Book Promos
39192,Windseeker Centaur,PHPR,HarperPrism Book Promos
39200,Crippling Fatigue,PHUK,Hachette UK
39236,Carrion Rats,PHUK,Hachette UK
39257,Voidmage Husher,PI13,IDW Comics 2013
39268,Feast of Blood,PIDW,IDW Comics 2012
39273,Turnabout,PIDW,IDW Comics 2012
39763,Benalish Commander,PLC,Planar Chaos
39764,"Crovax, Ascendant Hero",PLC,Planar Chaos
39766,Dust Elemental,PLC,Planar Chaos
39767,Ghost Tactician,PLC,Planar Chaos
39768,Heroes Remembered,PLC,Planar Chaos
39769,Magus of the Tabernacle,PLC,Planar Chaos
39770,Mantle of Leadership,PLC,Planar Chaos
39772,Poultice Sliver,PLC,Planar Chaos
39773,Rebuff the Wicked,PLC,Planar Chaos
39774,Retether,PLC,Planar Chaos
39775,Riftmarked Knight,PLC,Planar Chaos
39779,Shade of Trokair,PLC,Planar Chaos
39782,Voidstone Gargoyle,PLC,Planar Chaos
39785,Malach of the Dawn,PLC,Planar Chaos
39788,Mycologist,PLC,Planar Chaos
39789,Porphyry Nodes,PLC,Planar Chaos
39790,Revered Dead,PLC,Planar Chaos
39795,Auramancer's Guise,PLC,Planar Chaos
